color,coord0,coord1
0,6.750976206341774,89.72555475371547
2,52.600886124362326,9.905623700082057
1,69.84167095916001,88.46765430014048
0,79.67028727640685,9.958354980085582
0,14.951748642674033,29.677603767366236
2,4.138644500742961,88.99968264953945
2,5.139115874153488,87.0813404789358
0,67.73240924441698,49.440629903723334
2,57.859108465935584,47.45947881255659
0,37.30659228693214,23.35860168730489
1,40.727042590922466,94.02060682849238
0,30.389667343576043,29.40160366831973
2,93.86220278852282,46.95063337615094
0,73.88290797428142,47.60904325855058
2,36.21067523291892,62.5148514304544
1,69.98455485836783,30.192494487077926
0,99.59597215844033,41.041189005858456
1,19.914169716380936,64.53142824427172
2,7.406325375986922,70.20618006281488
2,16.41729076310937,41.69667915034695
0,37.0593901970497,18.049824856326435
1,19.538836133698112,85.0321873576769
1,14.872372848136695,17.08222016650003
1,14.616648427425593,3.8762285317008094
0,88.21197001859844,95.67999097575306
2,28.822770229784112,69.01008050364582
1,94.86410008849025,24.58346720085256
1,65.00436330833016,55.16467940046989
2,96.73003709867795,55.61167559144131
1,37.45818307014036,74.57482786242528
0,99.10291451929069,98.03603498643179
0,75.9696670375634,11.131151460532196
0,99.79754320088246,74.96528683967415
0,37.05811956717701,46.54714944021079
1,1.6693863995017377,82.63062151245336
1,79.50562786069688,52.257224202034436
2,84.22215666328992,19.428231010815367
0,7.481082916074955,65.74335694592337
2,71.01812669286787,87.7216638273287
2,52.54835243947409,91.31260098043157
1,82.56451590962416,8.918696521921222
0,21.16795772731833,14.59123467203689
0,81.11734465043273,19.917553780726315
1,52.84072556229514,76.49201988516573
0,51.45551004416975,11.837471831833135
2,74.88567949334625,83.95171425920248
1,3.2804344654247863,77.9910252883526
2,57.10496319819399,74.35140953712751
1,76.69664380695082,38.64139251767889
1,80.73884885698781,6.060171236484746
0,69.47757229626473,58.96879911551726
0,78.51862813263473,48.40326751794321
0,10.175319648947523,13.74775827407505
0,39.7398454351104,43.78742659278765
0,71.26693951158549,16.392922029988
1,91.88380409815589,1.926043421802448
1,15.710800675387148,2.8488810985070945
0,65.42661834339114,74.56236630788193
0,15.3834346682856,95.03098546618413
2,55.67402889439912,49.989139344288915
2,40.760223998692155,75.56147415769804
2,83.42880462753706,34.639341939301126
2,57.39910932814336,59.40455286158537
0,67.2023830632253,77.28648372063192
2,70.80176644079273,95.36565151539808
0,28.2652072731847,68.27546981471582
0,19.844983666944504,70.5030227331742
1,46.82965291397279,86.25592165537084
1,36.98610952975015,58.466464813754826
0,17.546608810025788,84.7248626725894
1,20.374197381356176,81.7634916687796
0,27.848629408110238,96.16167081897198
2,59.36561829518945,40.31278815934589
0,50.75529596502592,14.798561305467173
0,31.675198741650224,41.919246720413405
0,0.9076068311598462,19.966126905598035
0,91.10928286598957,88.12662660264078
1,82.26380460929153,84.30875574046976
1,4.1550438890919805,27.666327706772275
0,58.23354437025701,58.730151959249966
0,16.372948689507403,63.41659202444077
1,70.14698259705781,3.4909878600753563
2,60.030369018191635,20.308131330469248
0,61.587686146131595,27.208547750844946
1,68.72628130595443,91.98843088545
0,36.84449376173392,96.52473638963733
1,97.50975651993106,17.800728044600344
0,69.00136258014034,49.26740330677656
2,82.29300740789338,42.59369731446313
2,54.03023580962781,11.766008366445647
2,94.74263880021871,24.40451054449553
1,28.9281378502805,21.13767566946142
2,41.34145062952458,93.27503454358236
2,43.35171080789733,59.80897559378956
0,81.8984708384271,86.99577740642255
0,45.68781483394832,79.5524867794672
1,95.88637298251214,19.626081528490047
2,50.20686023118483,96.39782321990181
1,77.45222901821352,69.01535573632995
2,56.96705670694541,38.199770701791756
1,50.075786913393415,15.74964463547378
0,52.54886820925244,14.584625695895959
0,96.3894162862268,13.279773293803753
2,13.241059287089485,59.35408415619812
1,65.22698095327574,15.612239759922852
2,7.358433494704119,48.294646595527
1,51.468230744476685,81.10277175817416
1,20.07147334073395,16.362052434790364
1,3.9377366876657827,95.71815027637378
2,67.2982591446509,36.673156536426575
2,85.25946424384682,18.97768269784761
1,23.624893836163487,37.03180648021838
0,48.46999164600313,75.24139143571857
2,50.95244841203272,36.79241091381922
1,75.50215811897696,71.69718770100292
1,82.55809548952388,91.64186389373235
1,66.83046248846931,72.66166837688118
1,82.79427239672222,25.099056802940257
1,7.084961488006936,95.40352925090701
2,12.289736741233426,1.8380623641397031
2,49.1806401352972,10.398856185571681
2,41.989435256416975,15.605008080270311
2,22.646264222048263,67.41158068947173
0,28.311271104880063,2.5682907297572277
0,16.105644367404924,74.17815143155167
2,66.981430008849,96.43933806732946
1,16.30222658863033,28.0953582051528
1,1.6331224505950925,32.62773115216502
0,87.64435124214387,41.82163861285121
2,86.58673172640705,93.80474596535021
2,56.41013260690201,28.27609419129726
0,90.51422643496156,57.05613525807156
2,28.213683485066465,25.88493408888899
2,40.88596012939981,71.0037216584212
0,77.2367073226029,35.247251003746136
1,44.27165504297355,7.979440157412531
0,30.01804226096827,2.070414588135583
1,6.663694756575056,85.09916174036198
1,5.053933717531878,14.197513607716983
2,64.31382843531402,95.36038941754316
1,65.26971162512352,27.215548519101663
2,11.811527520996679,24.366558695634488
0,13.009817360068887,75.34381212354
1,55.10790686071552,84.020350734055
1,26.990194197578266,49.889215486453985
1,88.61862701230977,61.74102849595455
1,20.63798640697093,71.48065643595713
0,61.313941215790976,88.24697990222586
2,21.539469642536435,57.94421564056006
0,72.71112739554471,40.11656505629586
0,11.441098307703024,13.839744196521476
0,11.351713480818383,0.15384319437865557
2,37.456544363197544,10.045051521925908
0,59.515520284755354,37.37684193010615
1,23.42432670398885,0.37332655800622616
2,36.06074423473666,15.1576780404185
1,91.47510548871557,68.93600139330128
0,41.19438317738312,48.75493678095457
1,15.973414433468157,34.95393834219489
1,1.1455146877015543,38.28691339253879
1,43.03407788568432,50.74690853500873
1,2.189556374824153,50.8686714273446
0,31.816978153196963,72.37446399947044
2,38.737470908661344,71.19702069449765
2,3.5382977154885475,34.57826385965442
2,44.07161648349628,24.05218294156385
2,97.26669721223193,61.07090965401546
1,48.49782016214483,18.941640517495884
1,6.243711867338919,79.72339142559677
0,48.49595688873446,38.411614706618266
0,20.033551305427956,36.6692805182083
1,30.822614237126167,97.61255350571737
1,74.45208754189152,83.05151349269502
0,26.91080208440624,70.87737744990008
1,38.30786147078711,45.57433297985796
1,97.63875928428834,88.43217527243691
2,10.844804565079402,92.91304680585326
1,45.83368524861601,76.68557390089116
2,96.55332659822201,56.61345856213341
0,85.28188101632365,34.62111001879564
1,48.03937433744249,21.76449904732638
0,51.698002450698574,77.75533712473431
1,99.84915542551481,78.66572121449622
2,19.26887006376129,26.300179143701808
2,92.66810455195412,41.61962977254966
1,59.39307080591239,97.17251008714953
2,30.219450026491245,91.88822774703455
2,19.752995047389,48.176690634779376
1,29.304066528167905,85.42306589094464
0,53.25251413918395,91.59393479663754
2,44.9238286215642,99.70889609717418
2,62.30441103534149,74.27906529707822
0,30.150416027478066,80.72643103701726
1,61.831678328756276,37.73460374223665
2,11.614675393041363,78.48637877922256
2,32.81438129595979,7.383966654634255
1,34.34148991897229,32.11373106800676
0,66.24161140457926,82.34300582474681
2,53.814972987606644,15.386081766746894
0,30.61268366077329,25.966134244761964
2,18.855719072265366,48.3446000555671
0,78.24304127198648,60.462435626894205
0,99.49666406326428,72.17279270323735
2,72.97029816672377,22.1348009243728
0,90.06483991432945,70.55836808075806
0,76.31398388228715,1.5867662576301567
0,19.489904507995192,63.54245492332542
1,58.513553507368954,64.0915804762258
1,68.41818906449785,92.18837045704431
2,10.283142042116822,37.58864565365485
2,43.75358083864591,42.69765929825975
2,78.935134029143,50.096994660614314
0,67.27485751849633,87.38130134796596
0,3.383645466503349,97.60764302439712
0,16.14072064595309,19.37703452331614
0,88.64547872434468,46.55137838928787
0,71.24002402410726,32.52498685947571
1,4.739203609415011,7.4367354089028055
0,72.31285946313112,4.510720287305869
0,4.274132380075346,57.429246631199774
2,57.035926933713135,19.23819666888569
1,76.82069723820729,21.504041759667704
2,44.28473200800149,18.921569848841578
1,90.93769319952841,75.77694390734104
1,96.10364566525217,28.370893486329695
0,65.4969340057792,21.004685776980015
0,98.33609653331771,79.33306300191659
1,54.283506164113106,89.70055994025665
0,95.28946202980512,82.42393403148877
1,56.473872452748154,19.575981396947896
2,14.188531710345165,32.542042924537704
1,2.1220507852018344,53.60629695719562
0,62.17205174225738,74.11404675027738
1,76.07254553146176,91.17390375647832
2,26.785283009007177,98.23339211538246
2,27.023987064256783,10.005595456986304
2,28.60795067103372,59.24178633927152
0,66.47678566726823,57.75735549461538
1,22.571599744357318,95.83599189561708
2,21.756869259022558,9.212670955670376
0,82.3525124469365,74.83012982231018
2,8.265702320335977,72.69034582092182
1,63.1750607945185,65.39560422275336
2,79.04149216426674,76.40559191157324
2,71.02233245350999,10.767934990525596
1,83.62998663592293,4.362908655994191
0,93.17863795083305,75.58425842096639
2,35.46438262670558,39.08340273060249
2,97.27619621028346,37.77944730161208
2,30.937196726702908,26.14714954954971
2,62.83139785350009,5.119344231099642
1,51.42949087491206,89.28892345438261
2,42.487215966483035,54.056993463515276
0,57.33540241601135,84.62730723301854
1,84.03779097307743,34.10992253000307
2,93.65504788341518,87.94904939310541
1,37.0429303774233,25.05497694122141
1,71.99202115029587,71.65582031559585
1,72.92080828174178,98.53709231255745
0,87.49292501195657,60.86835729532494
0,59.30752948481582,44.0806442714045
0,75.61742362811631,72.042708377541
0,67.7050431044138,13.087129451063252
1,36.433080356185286,29.55108477415469
2,29.388723123837103,92.9474861152195
2,79.45512605884458,57.66786854704726
1,97.63077726431595,0.42372340055900626
1,77.68141822711078,93.60753159622242
0,48.54774357166763,67.27093594596573
0,44.755433755567175,19.058366153829766
1,1.7395212820541128,91.27622382842621
0,93.00529842808015,85.15402167839613
0,89.47541236259637,55.81156570643733
0,20.884789200528132,99.47349373465488
2,6.940355483777704,38.16466798307351
0,70.98833263151077,61.0083168774821
1,82.17874205882197,12.1445226858223
0,48.72231273486813,58.95959978815346
0,48.50240933703147,76.13082149955333
1,7.152033201614405,15.508263110480048
1,5.229284682311186,92.54719356743124
2,16.20328018150974,64.24205123772462
1,64.30138667741976,52.29106130264719
0,54.670074041772644,69.00348555242434
0,42.68986839396325,13.680156777016927
0,28.15549184586207,70.54187718107838
2,71.52046395493639,3.989866323731206
0,4.406988500180164,32.02855991886909
0,80.79999147439028,98.22167667277859
2,17.020821424410226,51.57428884031579
0,76.31989760362659,33.66682997649022
0,33.33981947550989,83.03991582080154
2,38.55921526115411,35.17387866710487
1,95.88875617649735,29.643368081641896
1,4.888123215071339,65.78007478269899
1,72.87565110462407,5.733311229846638
0,97.35215249760046,92.35813747263057
2,94.56801933018562,68.43281709440612
1,40.575856516215566,59.992387026849755
2,87.25779254345858,50.62838090962297
1,42.90467373943555,30.261870587165507
1,44.137041423672365,67.12027811001762
0,69.49628908106837,80.23541339021685
1,14.607115473585175,9.908169886220053
0,25.485623185741368,49.813501893291246
0,87.8251046807203,77.79662579635094
1,28.181644570492903,37.3929195063694
0,98.97534071256327,44.39957104743767
0,86.44917049036329,83.80851222734638
1,47.50969347328121,60.10629293877248
0,34.11920861224864,21.83163073705702
0,33.6039102914674,35.7656259266682
2,86.43699962922943,55.09143380702736
1,19.88979448149738,13.502635065892022
1,97.12449065822358,60.38892509677177
2,14.39622468146825,2.5171722283380937
2,24.22167245188014,26.187866126583014
0,81.64222473458346,2.803133314665618
2,7.627336941871654,81.37922199314366
2,27.448605574115604,5.096410651040917
2,23.28743108745508,72.1331785166608
1,26.32059831906506,12.845491019722699
1,58.19351071741596,98.79469872037035
2,30.717145916153843,11.263304302099552
0,88.76658292794231,83.25027313299624
1,33.10178126835028,1.6826514952488103
0,77.78713177177752,74.55967827925114
2,85.67559252024833,59.8368134436431
2,72.78078766709595,96.16105610696937
0,73.19856118466394,52.165710613093644
0,98.49421596172327,23.899454006260434
0,87.42584690363483,95.33061031769722
2,81.38460383873307,9.85880250249176
1,66.88526243346406,30.92998088411758
2,21.70409387680008,69.90439529873385
0,3.2956308534762946,57.01119022608291
0,50.877442468837906,66.52073004941117
2,53.329808547092696,7.752142384568172
2,48.05302222208577,77.92376967737337
2,88.9310927888451,10.251761622742084
2,71.00374869045997,24.36323537198404
1,75.77022403347618,28.461899504605526
2,27.4505455758556,28.446541499435497
2,45.33089204599713,10.441213776374457
0,73.86878501602543,99.09635605804917
1,77.65134167962957,90.51015244173246
0,34.20585641233072,69.87945607418808
1,67.54959886374449,29.832784813244395
0,1.3868236209189089,51.23188323219428
1,71.34758785561928,24.715742725828203
0,27.609457555995377,82.036444277945
0,1.2503921822634823,74.12577872930363
0,95.72385536581818,44.515188738787295
0,42.037881923836494,54.183349574631556
0,6.021600985863829,62.04112813844862
2,12.772040276960839,56.81385213858877
2,10.825842836224853,96.59324850831291
1,7.862612494065713,12.305649351995228
1,3.044967360803763,22.577985862061713
0,57.26643021876928,13.566292307303174
0,63.72005301441172,79.09784012347812
1,24.576612972096424,87.60498111974898
0,9.0718906968546,6.633653819928842
1,29.402801956687586,50.30539822034608
2,63.512953583427446,94.82230176182847
1,61.134397259507786,1.8831319546420255
2,35.881733729665434,31.08415199786605
0,64.73030309493491,90.49178730517545
2,12.735964929062128,88.8995354919651
1,72.83556808107576,72.36704039011002
1,2.9874008790075846,95.66591301038827
2,67.68097651462082,64.87809628268236
2,46.56108379772169,64.9045739934809
2,32.667027661889115,92.31320223410727
1,27.853042999992127,69.03316477384682
1,59.01534893641299,65.44829655894266
1,2.3810727603353454,35.51971401098641
2,36.832328019938366,3.3384554343251605
0,36.152610978544345,18.648272521515395
2,17.386290289405814,68.62425610080295
1,43.945598722461,61.567786141701845
2,85.30264825540496,36.99042429233729
1,57.59634107536219,6.45560986016892
0,20.297431967622625,66.1933375821908
1,16.687908163018015,20.33892790948859
1,93.72914865409994,60.465526931781085
1,94.35704249395134,65.37247964168137
0,71.74905443398882,88.55234100476369
2,19.637160943804677,82.3585415711913
1,7.248411098384477,63.29939977857504
2,16.236192853673458,35.264059964420625
2,61.53642588449514,34.84574986455349
