color,coord0,coord1
0,33.080071306617896,87.41762292587745
0,73.33587610098853,77.53359186531345
1,68.98477124087319,41.43129809339436
0,28.605509741746673,30.399402430014778
1,85.67027463863549,33.052016601481206
1,66.56697306528602,99.63021141331797
0,34.29563315936558,63.397939515397525
0,97.25021139330792,31.337305698910566
0,50.60652629240844,28.58865281009576
1,6.861137890962743,22.218946026079244
1,4.974304416519004,83.13452803353105
1,27.801236435221256,11.929685892827091
1,52.41419656163831,85.52471866044618
0,69.72820160297209,28.364301550834227
0,12.451465081546488,85.46807577640989
1,78.09926660474535,16.628681424504997
0,58.55390036785655,59.80877481877076
0,73.91147344866701,89.80282359966387
0,22.22583894502148,32.78123704358056
0,77.57208306816109,17.377898264972757
1,77.53456878870321,32.502017395150894
0,94.96760162381587,65.6724361907852
0,8.433384911336262,94.9661261882933
1,19.108009342240052,84.69301847892602
0,87.96528446797953,88.37984283762145
1,31.02782549281027,41.32022267581568
1,17.27809456085042,82.86918337115348
1,97.44638192388844,80.91746117133803
1,51.89251584777498,63.768472022270615
1,39.986023759132514,66.2095341700317
