2,1,0,0,16.8151,64.0769
2,0,0,1,22.171,51.9199
2,0,2,0,69.9593,75.6874
2,0,0,2,18.8215,36.8366
2,0,0,1,26.0884,53.6243
2,0,0,2,19.4096,32.5661
2,0,4,2,58.3498,60.7183
2,0,0,1,11.5163,78.153
2,0,3,0,42.2946,3.41715
2,0,2,2,65.6917,76.7039
2,0,4,2,43.3925,63.2923
2,0,3,2,18.3686,16.632
2,0,0,2,45.0743,75.0113
2,0,0,2,25.8819,52.3262
2,0,0,2,33.3467,82.7739
2,0,3,1,18.1341,10.7448
2,0,0,0,30.6017,61.5555
2,0,4,1,41.9537,37.9824
2,0,0,2,17.543,32.7112
2,0,4,1,80.2879,43.7781
2,0,0,0,16.2271,56.4207
2,0,4,2,61.3921,32.2021
2,0,0,1,10.4834,79.5534
2,0,2,0,58.8271,98.7623
2,0,2,0,71.5815,73.561
2,0,0,2,19.9035,67.3328
2,0,2,2,72.9421,80.7411
2,0,3,0,3.24323,26.7383
2,0,4,0,61.5144,67.1061
2,0,4,1,41.206,43.7947
2,0,0,2,38.7931,93.0802
2,0,3,1,22.0738,29.9726
2,0,2,0,82.8907,91.3192
2,0,0,1,32.4873,63.868
2,1,4,0,61.926,45.6113
2,0,3,2,14.7399,5.51885
2,0,4,0,72.6885,33.7313
2,0,4,2,39.7665,53.4246
2,0,0,0,34.7846,76.7596
2,0,2,1,62.4883,92.6752
2,0,0,2,18.9616,68.9538
2,0,1,2,84.2495,19.6333
2,0,2,0,84.1398,80.5393
2,0,4,1,58.4177,78.7267
2,0,0,2,31.3037,50.4812
2,0,0,2,18.5264,38.3093
2,0,1,0,98.6267,28.6032
2,0,2,2,98.1727,80.4938
2,0,2,2,86.4939,93.3602
2,0,0,0,3.84828,64.3042
2,0,0,2,11.8708,31.9574
2,0,0,2,40.4622,94.9688
2,0,1,2,83.4493,35.7758
2,0,2,1,65.9617,86.1447
2,0,4,0,92.6355,54.8652
2,0,4,1,76.247,26.3192
2,0,0,1,21.9051,57.0075
2,0,1,2,99.8071,33.1888
2,0,2,1,68.4467,99.3674
2,0,0,2,15.051,80.9744
2,0,4,0,65.1051,33.0279
2,0,1,2,94.8092,32.8898
2,0,1,2,76.0628,19.2389
2,0,0,2,44.341,69.6129
2,0,2,1,79.4081,82.4624
2,0,3,0,60.065,8.82867
2,0,4,2,76.6466,47.1331
2,0,0,1,42.561,82.3994
2,0,4,2,57.7852,28.2056
2,1,1,1,99.94,21.7918
2,0,3,1,35.5361,9.17163
2,0,0,1,46.7982,80.9533
2,0,1,0,84.8626,38.4638
2,0,2,1,46.4644,97.4906
2,1,3,2,33.3599,4.18676
2,0,2,2,67.2961,93.5561
2,0,0,1,46.2119,73.5636
2,0,4,0,43.1924,57.7802
2,0,4,1,58.7692,65.5733
2,0,4,0,80.9648,46.0612
2,0,0,0,21.1103,44.1182
2,0,0,1,2.15588,47.8897
2,0,2,0,79.0308,73.2446
2,1,2,0,87.276,97.2843
2,0,0,1,2.67408,72.7353
2,0,3,1,16.3676,17.6932
2,0,4,0,59.8164,62.488
2,0,0,0,25.5845,91.8556
2,0,3,0,3.10353,6.15022
2,0,4,2,90.4719,59.5539
2,0,4,0,43.3542,30.1434
2,0,0,0,13.0577,33.6797
2,0,0,2,10,85.6364
2,0,3,0,36.5362,31.2867
2,0,2,1,99.7071,76.1719
2,0,0,2,34.3459,87.9618
2,0,4,0,51.6963,38.8036
2,0,0,1,5.49427,91.7345
2,0,0,1,42.3333,70.4796
2,0,0,2,23.3233,68.5073
