maxRadius,24.3512
2,1,0,0,63.6541,31.5815
2,0,7,0,98.2116,42.3117
2,0,11,1,17.0682,30.9716
2,0,9,1,77.5431,53.0501
2,0,9,2,65.4093,53.3458
2,0,14,2,70.4157,8.85071
2,0,5,0,44.2615,81.3901
2,0,1,0,1.22235,91.8107
2,0,9,0,58.3325,57.9832
2,0,9,2,67.3207,70.1436
2,0,2,2,79.1541,96.9928
2,0,0,1,59.6853,29.3726
2,0,9,0,76.0841,44.385
2,0,2,1,85.2404,84.3137
2,0,10,2,52.5682,46.6726
2,0,5,0,56.3865,70.18
2,0,12,0,94.3114,16.9333
2,0,13,0,27.7057,91.6742
2,0,10,2,30.0048,42.0959
2,0,13,2,29.6291,63.466
2,0,5,1,49.0176,91.73
2,0,8,0,28.8952,4.07608
2,0,5,0,38.812,78.7874
2,0,5,1,31.483,94.2579
2,0,9,1,78.4403,71.9733
2,0,10,0,35.6443,64.5692
2,0,2,2,83.8616,91.049
2,0,8,2,52.8937,11.4868
2,0,5,1,43.6563,95.3614
2,0,5,1,62.7426,83.825
2,0,10,0,54.4343,49.9736
2,0,10,0,35.7668,43.8637
2,0,7,2,96.5004,64.7803
2,0,13,0,28.3917,82.3986
2,0,11,2,4.92759,26.5298
2,0,11,1,28.7489,14.2383
2,0,1,1,2.02702,91.5065
2,0,8,1,37.0242,12.9634
2,0,12,0,95.309,22.8509
2,0,10,0,53.6212,58.5234
2,0,7,2,99.0323,74.1554
2,0,4,1,6.54512,53.2962
2,0,9,1,80.2502,59.1804
2,0,3,1,15.3695,0.335387
2,0,9,2,79.9093,75.1384
2,0,4,0,3.15474,50.2427
2,0,11,1,34.0281,30.7857
2,0,2,1,96.561,89.8197
2,0,13,0,2.20806,75.4762
2,0,8,2,25.9035,3.88011
2,0,12,0,82.2602,40.9208
2,0,9,2,66.2247,65.0194
2,0,5,2,35.8775,90.1654
2,0,11,2,10.312,25.4016
2,0,13,0,24.8489,93.551
2,0,13,2,28.7857,78.7026
2,0,5,1,33.7212,95.426
2,0,10,2,41.0679,35.4374
2,0,8,1,44.455,22.0349
2,0,0,0,54.4033,25.5615
2,0,13,1,19.3451,71.0393
2,0,0,2,72.8838,35.4192
2,0,0,0,65.5829,35.1532
2,0,6,0,95.9339,6.10793
2,0,9,0,81.3973,78.0569
2,0,6,0,90.4737,10.2331
2,0,8,2,35.4195,1.58542
2,0,4,2,7.36726,57.2836
2,0,5,1,38.3728,82.0396
2,0,3,2,14.9381,7.72006
2,0,5,0,62.022,77.1736
2,0,7,1,90.8103,52.545
2,1,10,1,42.6665,48.9878
2,0,7,1,93.0402,64.6543
2,0,11,0,23.6756,8.15113
2,0,0,2,69.7201,36.2992
2,0,11,0,36.9979,30.3848
2,0,7,1,87.7344,57.46
2,0,10,0,40.7162,30.2728
2,0,0,2,54.1893,30.2329
2,0,4,0,6.0373,36.7715
2,0,11,0,33.1596,27.5192
2,0,10,2,34.9455,61.4769
2,0,10,0,38.5688,41.5803
2,0,13,2,22.0631,87.9432
2,0,9,0,71.653,68.1163
2,0,0,2,72.1512,22.6854
2,0,14,2,79.297,8.96923
2,0,9,2,74.7733,46.1579
2,0,1,2,20.7842,96.0172
2,0,13,1,14.3802,83.4112
2,0,5,2,63.4018,88.5294
2,0,5,2,44.798,71.9583
2,0,2,0,91.3024,90.578
2,0,11,2,22.5185,24.077
2,0,14,0,74.9916,17.5573
2,0,5,1,47.782,70.0067
2,0,4,0,22.5746,42.0782
2,0,7,2,87.6038,49.1988
2,0,9,1,59.8063,68.7122
2,0,10,2,33.9799,38.7103
2,0,13,1,3.07272,65.0236
2,0,9,0,63.7442,58.0618
2,0,4,0,23.4083,45.0762
2,0,10,2,57.4206,49.1503
2,0,4,0,18.2937,47.4561
2,0,9,0,58.1155,55.4312
2,0,12,0,92.1683,18.9232
2,0,9,0,74.5433,61.9253
2,0,8,0,32.182,6.58947
2,0,12,2,85.6158,39.393
2,0,13,0,0.282465,80.2065
2,0,6,0,93.7168,2.63641
2,0,11,0,33.4337,23.8834
2,0,4,2,4.68397,42.9625
2,0,13,2,8.97721,83.6025
2,0,13,1,3.09613,65.5907
2,0,8,1,47.336,12.4716
2,0,13,0,9.17901,79.7337
2,0,2,2,73.2783,99.7165
2,0,12,2,96.2032,37.6988
2,0,0,2,59.8246,40.3968
2,0,2,2,78.2646,94.622
2,0,8,0,30.4527,11.1247
2,0,5,1,33.8343,98.9368
2,0,2,0,79.4444,82.1507
2,0,12,1,85.4439,30.207
2,0,10,2,53.6203,50.8838
2,0,11,0,22.0316,10.9552
2,0,0,2,57.1743,43.9856
2,0,3,1,0.45624,16.6171
2,0,14,0,77.616,6.79001
2,0,13,1,15.3817,84.6722
2,0,0,1,47.5581,32.0393
2,0,11,1,6.33287,26.8773
2,0,13,2,3.70283,70.896
2,0,4,1,21.9084,58.101
2,0,14,2,60.1387,7.24668
2,0,14,2,72.8919,17.1142
2,0,13,1,9.30868,79.7021
2,0,2,1,71.8297,93.3326
2,0,13,0,14.7775,79.0976
2,0,12,2,86.9467,18.926
2,0,7,2,90.3084,61.7376
2,0,8,0,35.8639,0.251236
2,0,2,1,88.8134,86.4502
2,0,2,2,69.2246,95.7878
2,0,14,0,72.4253,6.96403
2,0,5,2,67.4282,91.6167
2,0,5,1,51.1314,66.02
2,0,0,1,59.9442,32.2115
2,0,7,0,84.0744,60.2539
2,0,12,1,87.3587,26.2785
2,0,9,0,67.645,60.2719
2,0,5,1,66.4594,94.818
2,0,9,1,77.2281,51.9444
2,0,1,0,21.7766,95.5876
2,0,4,2,8.69106,39.1815
2,0,14,2,62.7424,10.9023
2,0,8,0,52.5633,4.8757
2,0,0,0,56.0865,37.8164
2,0,11,2,19.6803,17.2976
2,0,13,2,15.3198,80.9335
2,0,10,2,34.713,50.3559
2,0,12,2,99.738,14.9661
2,0,13,0,20.1552,90.906
2,0,6,1,86.1671,9.49613
2,0,11,1,30.4659,25.6862
2,0,13,2,25.148,81.1832
2,0,3,2,9.88236,6.38233
2,0,13,1,25.3787,84.9636
2,0,3,2,7.51573,15.6294
2,0,5,1,54.9487,83.2583
2,1,8,1,41.3479,1.67327
2,0,7,0,88.0353,46.3841
2,0,11,1,8.69232,22.1813
2,0,7,2,95.8651,53.5481
2,0,11,2,9.5159,19.5792
2,0,10,2,57.1854,48.9066
2,0,5,0,37.5127,99.9301
2,0,5,0,52.0605,66.9957
2,0,0,1,80.33,34.9378
2,0,10,0,51.1204,54.6114
2,0,11,1,10.4137,23.1465
2,0,14,0,65.8943,15.3501
2,0,12,1,85.8105,32.0975
2,0,7,0,97.0768,44.8961
2,0,11,1,28.6005,35.2201
2,0,10,0,44.3862,58.9313
2,0,11,2,17.4936,35.4437
2,0,2,0,96.216,83.4764
2,0,0,2,57.8433,20.0044
2,0,14,0,73.521,1.78766
2,0,13,1,7.65541,73.3015
2,0,13,2,6.36067,68.5717
2,0,8,2,36.4718,4.39733
2,0,7,1,91.8017,68.6155
2,0,13,2,7.82929,64.4587
2,0,6,1,83.7004,6.87904
2,0,3,1,17.9176,2.45418
2,0,0,0,51.8195,35.2126
2,0,4,0,3.14501,48.7398
2,0,10,0,36.1976,54.9674
2,0,6,0,99.899,13.7546
2,0,10,0,35.6118,53.392
2,0,10,2,34.4953,63.904
2,0,10,1,45.1288,36.2859
2,0,5,1,54.884,97.4668
2,0,8,1,39.7152,3.87602
2,0,1,1,20.9936,96.5456
2,0,8,1,53.2711,2.02818
2,0,10,0,40.4444,50.8443
2,0,0,0,52.4471,24.7702
2,0,12,2,96.5009,38.527
2,0,9,0,71.9929,59.4463
2,0,11,0,10.4952,24.3257
2,0,9,2,75.5148,80.0963
2,0,13,0,11.7107,63.867
2,0,5,2,35.1684,98.6835
2,0,0,0,50.725,21.4738
2,0,4,0,11.6171,42.5567
2,0,9,0,73.3341,77.4266
2,0,2,1,68.0998,97.0526
2,0,5,2,58.8921,82.5935
2,0,3,2,2.70783,16.4697
2,0,2,1,94.6094,83.9362
2,0,8,2,24.8468,5.07995
2,0,10,1,38.9354,60.8511
2,0,13,1,9.22628,85.2894
2,0,11,1,18.5819,33.3468
2,0,4,2,27.2321,46.6644
2,0,8,2,38.5889,5.37677
2,0,12,0,85.186,25.8879
